Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
39.95.5,False,True,True,410770,,Drawings and Prints,1924,Prints Collection Ornament & Architecture,"Oval Case Decorated  with Schweifwerk in Two Variants, Surrounded by Smaller Motifs, Flowers and Two Birds Below",,,,,,1050549898,Artist|Publisher," | ",Jacques Hurtu|Pierre Firens I,"French (active 1584–1635)|Flemish, Antwerp 1580–1638 Paris"," | ","Hurtu, Jacques|Firens, Pierre I",French|Flemish,1584      |1580      ,1635      |1638      ,|,http://vocab.getty.edu/page/ulan/500101508|http://vocab.getty.edu/page/ulan/500065738,|https://www.wikidata.org/wiki/Q31106834,ca. 1614–19,1614,1619,Blackwork and engraving,Sheet (Trimmed): 4 in. × 2 13/16 in. (10.1 × 7.2 cm),"Harris Brisbane Dick Fund, 1939",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/410770,,,"Metropolitan Museum of Art, New York, NY",Ornament|Birds,http://vocab.getty.edu/page/aat/300164595|http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q335261|https://www.wikidata.org/wiki/Q5113
63.350.202.43.22,False,True,True,414385,,Drawings and Prints,1963,Print,"R.D. Sears, Champion American Lawn Tennis Player, from World's Champions, Second Series (N43) for Allen & Ginter Cigarettes",,,,,,10477416158,Lithographer|Publisher," | ","Lindner, Eddy & Claus|Allen & Ginter","American, New York|American, Richmond, Virginia"," | ","Lindner, Eddy & Claus|Allen & Ginter",American|American,"          |          ","          |          ",|,|(not assigned),|https://www.wikidata.org/wiki/Q4731490,1888,1888,1888,Commercial lithograph,Sheet: 2 15/16 x 3 1/4 in. (7.4 x 8.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/414385,,,"Metropolitan Museum of Art, New York, NY",Tennis|Men|Athletes,http://vocab.getty.edu/page/aat/300222793|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300236025,https://www.wikidata.org/wiki/Q847|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q2066131
63.350.202.43.45,False,True,True,414497,,Drawings and Prints,1963,Print,"Jack McGee, Pugilist, from World's Champions, Second Series (N43) for Allen & Ginter Cigarettes",,,,,,16158610477,Publisher|Lithographer," | ","Allen & Ginter|Lindner, Eddy & Claus","American, Richmond, Virginia|American, New York"," | ","Allen & Ginter|Lindner, Eddy & Claus",American|American,"          |          ","          |          ",|,(not assigned)|,https://www.wikidata.org/wiki/Q4731490|,1888,1888,1888,Commercial lithograph,Sheet: 2 15/16 x 3 1/4 in. (7.4 x 8.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/414497,,,"Metropolitan Museum of Art, New York, NY",Men|Athletes|Boxing,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300236025|http://vocab.getty.edu/page/aat/300374825,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q2066131|https://www.wikidata.org/wiki/Q32112
1991.1073.145(1–33),False,True,True,414693,,Drawings and Prints,1991,"Book, Ornament & Architecture","La Fontane di Roma nelle Piazze e Luoghi Publici della Città (...), part 1",,,,,,868676904,Publisher|Etcher," | ",Giovanni Giacomo De Rossi|Giovanni Battista Falda,"Italian, Rome 1627–1691 Rome|Italian, Valduggia 1643–1678 Rome"," | ","Rossi, Giovanni Giacomo De|Falda, Giovanni Battista",Italian|Italian,1627      |1643      ,1691      |1678      ,|,http://vocab.getty.edu/page/ulan/500353716|http://vocab.getty.edu/page/ulan/500019267,https://www.wikidata.org/wiki/Q12631500|https://www.wikidata.org/wiki/Q3766656,1691 or after,1691,1691,Etching,Plate: 8 3/8 x 11 5/16 in. (21.2 x 28.7 cm),"Gift of D. W. Langton, transferred from the Library",,,,,,,,,,,,Books|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/414693,,,"Metropolitan Museum of Art, New York, NY",Buildings|Fountains,http://vocab.getty.edu/page/aat/300004789|http://vocab.getty.edu/page/aat/300006179,https://www.wikidata.org/wiki/Q41176|https://www.wikidata.org/wiki/Q483453
56.500.114,False,True,True,419989,,Drawings and Prints,1956,Prints Ornament & Architecture,"Oval Blackwork Print with Birds, Insects and Fruits",,,,,,7460810570,Publisher|Artist," |After",Claes Jansz. Visscher|Hertzog von Brin,"Dutch, Amsterdam 1586–1652 Amsterdam|German (active in Vienna, late 16th-early 17th century)"," | ","Visscher, Claes Jansz.|Hertzog von Brin",Dutch|German,1586      |1589      ,1652      |1610      ,|,http://vocab.getty.edu/page/ulan/500015243|http://vocab.getty.edu/page/ulan/500082423,https://www.wikidata.org/wiki/Q1094674|,ca. 1620,1600,1620,Blackwork,Plate: 2 x 1 9/16 in. (5.1 x 4 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1956",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/419989,,,"Metropolitan Museum of Art, New York, NY",Birds|Fruit|Insects,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300011868|http://vocab.getty.edu/page/aat/300310470,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q1364|https://www.wikidata.org/wiki/Q1390
47.108.11(2),False,True,True,420942,,Drawings and Prints,1947,Print Collection Ornament & Architecture,Vertical Panel with a Man and Woman,,,,,,74608763087630,Publisher|Designer|Engraver," | | ",Claes Jansz. Visscher|Hans Janssen|Bartolomeus van Lochom,"Dutch, Amsterdam 1586–1652 Amsterdam|Dutch, 1605–after 1631|Dutch, 1607–after 1629"," | | ","Visscher, Claes Jansz.|Janssen, Hans|Lochom, Bartolomeus van",Dutch|Dutch|Dutch,1586      |1605      |1607      ,1652      |1631      |1629      ,||,http://vocab.getty.edu/page/ulan/500015243|http://vocab.getty.edu/page/ulan/500148157|,https://www.wikidata.org/wiki/Q1094674|https://www.wikidata.org/wiki/Q38918854|,ca. 1631,1631,1631,Blackwork and engraving,Sheet (Trimmed): 3 5/16 × 1 7/16 in. (8.4 × 3.7 cm),"Harris Brisbane Dick Fund, 1947",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/420942,https://www.wikidata.org/wiki/Q97158638,,"Metropolitan Museum of Art, New York, NY",Birds|Men|Women|Dogs|Monkeys,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300250028,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q1367
1999.2(13),False,True,True,424210,,Drawings and Prints,1999,Print collection ornament & architecture,"Jeune femme drapée, assise, arrosant une plante (Young draped woman, seated, watering a plant in the style of red-figure vase painting), most likely from Recueil de Différentes Compositions Frises et Ornements dessinées et gravées à la manière du lavis par La Grenée le Juene Se trouve chez l'Auteur, au Louvre et chez Basan, rue et Hôtel Serpente A Paris, in an album containing Recueil de Compositions par Lagrenée Le Jeune (Collection of Compositions by Lagrenée the Younger)",,,,,Recueil de Compositions par Lagrenée Le Jeune,16408,Artist," ",Jean Jacques Lagrenée,"French, Paris 1739–1821 Paris"," ","Lagrenée, Jean Jacques",French,1739      ,1821      ,,http://vocab.getty.edu/page/ulan/500005569,https://www.wikidata.org/wiki/Q2330652,ca. 1784,1779,1789,"Etching and aquatint, printed in red and black ink","Sheet: 15 7/8 × 21 7/16 in. (40.3 × 54.5 cm)
53.600.4490,False,True,True,431235,,Drawings and Prints,1953,Print,Garrick Speaking the Jubilee Ode,,,,,,98213166196164876694136895,Engraver|Artist|Subject|Sitter|Publisher," |After| | | ",Caroline Watson|Robert Edge Pine|William Shakespeare|David Garrick|John Boydell,"British, London 1760/61–1814 London|British, London (?) 1720/30?–1788 Philadelphia, Pennsylvania|British, Stratford-upon-Avon 1564–1616 Stratford-upon-Avon|British, Hereford 1717–1779 London|British, Dorrington, Shropshire 1720–1804 London"," | | | | ","Watson, Caroline|Pine, Robert Edge|Shakespeare, William|Garrick, David|Boydell, John",British|British|British|British|British,1760      |1720      |1564      |1717      |1720      ,1814      |1788      |1616      |1779      |1804      ,Female||||,http://vocab.getty.edu/page/ulan/500030187|http://vocab.getty.edu/page/ulan/500028067|http://vocab.getty.edu/page/ulan/500272240|(not assigned)|http://vocab.getty.edu/page/ulan/500000875,https://www.wikidata.org/wiki/Q16859203|https://www.wikidata.org/wiki/Q950362|https://www.wikidata.org/wiki/Q692|https://www.wikidata.org/wiki/Q222390|https://www.wikidata.org/wiki/Q321419,1784,1784,1784,Stipple engraving,Sheet (trimmed to plate): 24 7/16 × 17 1/2 in. (62 × 44.5 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/431235,https://www.wikidata.org/wiki/Q96184883,,"Metropolitan Museum of Art, New York, NY",Shakespeare|Men|Women|Actors,http://vocab.getty.edu/page/ulan/500272240|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q692|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q33999
53.600.4488,False,True,True,431236,,Drawings and Prints,1953,Print,"Ophelia (Shakespeare, Hamlet, Act 4, Scene 5)",,,,,,982131661966895716487,Artist|Artist|Publisher|Subject," |after| | ",Caroline Watson|Robert Edge Pine|John Boydell|William Shakespeare,"British, London 1760/61–1814 London|British, London (?) 1720/30?–1788 Philadelphia, Pennsylvania|British, Dorrington, Shropshire 1720–1804 London|British, Stratford-upon-Avon 1564–1616 Stratford-upon-Avon"," | | | ","Watson, Caroline|Pine, Robert Edge|Boydell, John|Shakespeare, William",British|British|British|British,1760      |1720      |1720      |1564      ,1814      |1788      |1804      |1616      ,Female|||,http://vocab.getty.edu/page/ulan/500030187|http://vocab.getty.edu/page/ulan/500028067|http://vocab.getty.edu/page/ulan/500000875|http://vocab.getty.edu/page/ulan/500272240,https://www.wikidata.org/wiki/Q16859203|https://www.wikidata.org/wiki/Q950362|https://www.wikidata.org/wiki/Q321419|https://www.wikidata.org/wiki/Q692,1784,1784,1784,Stipple engraving; printed in brown ink,Sheet (trimmed to plate): 15 1/16 × 17 13/16 in. (38.2 × 45.2 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/431236,https://www.wikidata.org/wiki/Q96184886,,"Metropolitan Museum of Art, New York, NY",Hamlet|Shakespeare|Men|Women," |http://vocab.getty.edu/page/ulan/500272240|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943",https://www.wikidata.org/wiki/Q41567|https://www.wikidata.org/wiki/Q692|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
46.46.559,False,True,True,434936,,Drawings and Prints,1946,Print,"Thesis Proclamation of José Vicente Maldonado y Trespalacios, dedicated to the Virgin of Guadalupe",,,,,,10716910717,Artist|Publisher," | ",Baltasar Troncoso y Sotomayor|Herederos de María de Rivera,"Mexican, 1725–1791|Mexican, active ca. 1754–68"," | ","Troncoso y Sotomayor, Baltasar|Herederos de María de Rivera",Mexican|Mexican,1725      |1749      ,1791      |1768      ,|,|,|,1756,1756,1756,"Woodcut, letterpress and engraving (image of the Virgin) printed on white silk with a decorative metalic thread border backed with a panel of red silk.",Sheet: 26 5/8 × 19 1/8 in. (67.6 × 48.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,Mexico City,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/434936,,,"Metropolitan Museum of Art, New York, NY",Cupid|Virgin Mary|Medicine,http://vocab.getty.edu/page/aat/300380105|http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/aat/300404880,https://www.wikidata.org/wiki/Q5011|https://www.wikidata.org/wiki/Q345|https://www.wikidata.org/wiki/Q55693872
76.10,False,True,True,435572,,European Paintings,1876,"Painting, part of an altarpiece",Saint Giles with Christ Triumphant over Satan and the Mission of the Apostles,,,,,,10730,Artist," ",Miguel Alcañiz (or Miquel Alcanyís),"Spanish, Valencian, active by 1408–died after 1447"," ","Alcañiz, Miguel (or Miquel Alcanyís)",Spanish,1408      ,1447      ,,http://vocab.getty.edu/page/ulan/500121294,https://www.wikidata.org/wiki/Q14089634,ca. 1408,1403,1413,"Tempera on wood, gold ground","Overall 59 5/8 x 39 1/2 in. (151.4 x 100.3 cm); upper left panel, painted surface 24 1/8 x 16 7/8 in. (61.3 x 42.9 cm); lower left panel, painted surface 24 5/8 x 16 7/8 in. (62.5 x 42.9 cm); right panel, painted surface 46 1/8 x 16 7/8 in. (117.2 x 42.9 cm)","Gift of J. Bruyn Andrews, 1876",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435572,https://www.wikidata.org/wiki/Q19911993,,"Metropolitan Museum of Art, New York, NY",Apostles|Saints|Christ,http://vocab.getty.edu/page/aat/300343837|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q43412|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q642420
1983.451,True,True,True,435600,,European Paintings,1983,Painting,Saint John on Patmos,,,,,,16164,Artist," ",Hans Baldung (called Hans Baldung Grien),"German, Schwäbisch Gmünd (?) 1484/85–1545 Strasbourg"," ","Baldung, Hans (called Hans Baldung Grien)",German,1484      ,1545      ,,http://vocab.getty.edu/page/ulan/500024290,https://www.wikidata.org/wiki/Q164696,ca. 1511,1506,1516,"Oil, gold, and white metal on spruce",Overall 35 1/4 x 30 1/4 in. (89.5 x 76.8 cm); painted surface 34 3/8 x 29 3/4 in. (87.3 x 75.6 cm),"Purchase, Rogers and Fletcher Funds; The Vincent Astor Foundation, The Dillon Fund, The Charles Engelhard Foundation, Lawrence A. Fleischman, Mrs. Henry J. Heinz II, The Willard T. C. Johnson Foundation Inc., Reliance Group Holdings Inc., Baron H. H. Thyssen-Bornemisza, and Mr. and Mrs. Charles Wrightsman Gifts; Joseph Pulitzer Bequest; special funds; and other gifts and bequests, by exchange, 1983                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435600,https://www.wikidata.org/wiki/Q19911455,,"Metropolitan Museum of Art, New York, NY",Eagles|Madonna and Child|Saint John the Evangelist|Saints|Writing,http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ia/901001171|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300054698,https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q328804|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q37260
1982.438,False,True,True,435622,,European Paintings,1982,Painting,Diana and Cupid,,,,,,16165,Artist," ",Pompeo Batoni,"Italian, Lucca 1708–1787 Rome"," ","Batoni, Pompeo",Italian,1708      ,1787      ,,http://vocab.getty.edu/page/ulan/500012720,https://www.wikidata.org/wiki/Q505613,1761,1761,1761,Oil on canvas,49 x 68 in. (124.5 x 172.7 cm),"Purchase, The Charles Engelhard Foundation, Robert Lehman Foundation Inc., Mrs. Haebler Frantz, April R. Axton, L. H. P. Klotz, and David Mortimer Gifts; and Gifts of Mr. and Mrs. Charles Wrightsman, George Blumenthal, and J. Pierpont Morgan, Bequests of Millie Bruhl Fredrick and Mary Clark Thompson, and Rogers Fund, by exchange, 1982",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435622,https://www.wikidata.org/wiki/Q19911988,,"Metropolitan Museum of Art, New York, NY",Cupid|Diana|Dogs|Bow and Arrow,http://vocab.getty.edu/page/aat/300380105|http://vocab.getty.edu/page/ia/901000118|http://vocab.getty.edu/page/aat/300265714| ,https://www.wikidata.org/wiki/Q5011|https://www.wikidata.org/wiki/Q132543|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q19827042
1988.221,False,True,True,435626,810,European Paintings,1988,Painting,Porte de la Reine at Aigues-Mortes,,,,,,16284,Artist," ",Jean-Frédéric Bazille,"French, Montpellier 1841–1870 Beaune-la-Rolande"," ","Bazille, Jean-Frédéric",French,1841      ,1870      ,,http://vocab.getty.edu/page/ulan/500004356,https://www.wikidata.org/wiki/Q207298,1867,1867,1867,Oil on canvas,31 3/4 x 39 1/4 in. (80.6 x 99.7 cm),"Purchase, Gift of Raymonde Paul, in memory of her brother, C. Michael Paul, by exchange, 1988",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435626,https://www.wikidata.org/wiki/Q19911989,,"Metropolitan Museum of Art, New York, NY",Gates|Horses,http://vocab.getty.edu/page/aat/300002916|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q53060|https://www.wikidata.org/wiki/Q726
61.235,False,True,True,435733,,European Paintings,1961,Painting,Madonna and Child Enthroned with Saints and Angels,,,,,,10742,Artist," ",Francesco Botticini (Francesco di Giovanni),"Italian, Florentine, ca. 1446–1497"," ","Botticini, Francesco (Francesco di Giovanni)",Italian,1446      ,1497      ,,http://vocab.getty.edu/page/ulan/500010663,https://www.wikidata.org/wiki/Q983275,1493–95,1493,1495,Tempera on wood,"Arched top, 110 1/2 x 69 in. (280.7 x 175.3 cm)","Gift of George R. Hann, in memory of his mother, Annie Sykes Hann, 1961",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435733,https://www.wikidata.org/wiki/Q19905792,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Saints|Angels,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q235113
19.164,True,True,True,435809,,European Paintings,1919,Painting,The Harvesters,,,,,,16172,Artist," ",Pieter Bruegel the Elder,"Netherlandish, Breda (?) ca. 1525–1569 Brussels"," ","Bruegel, Pieter, the Elder",Netherlandish,1525      ,1569      ,,http://vocab.getty.edu/page/ulan/500013247,https://www.wikidata.org/wiki/Q43270,1565,1565,1565,Oil on wood,"Overall, including added strips at top, bottom, and right, 46 7/8 x 63 3/4 in. (119 x 162 cm); original painted surface 45 7/8 x 62 7/8 in. (116.5 x 159.5 cm)","Rogers Fund, 1919",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435809,https://www.wikidata.org/wiki/Q776175,,"Metropolitan Museum of Art, New York, NY",Food|Men|Women|Landscapes|Working|Eating,http://vocab.getty.edu/page/aat/300254496|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300412186|http://vocab.getty.edu/page/aat/300375120,https://www.wikidata.org/wiki/Q2095|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q6958747|https://www.wikidata.org/wiki/Q213449
1974.293,False,True,True,435810,,European Paintings,1974,Painting,A Woodland Road with Travelers,,,,,,7011,Artist," ",Jan Brueghel the Elder,"Netherlandish, Brussels 1568–1625 Antwerp"," ","Brueghel, Jan, the Elder",Netherlandish,1568      ,1625      ,,http://vocab.getty.edu/page/ulan/500007095,https://www.wikidata.org/wiki/Q209050,1607,1607,1607,Oil on wood,18 1/8 x 32 3/4 in. (46 x 83.2 cm),"Purchase, Fletcher, Rogers, Pfeiffer, Dodge, Harris Brisbane Dick, and Louis V. Bell Funds, and Joseph Pulitzer Bequest, 1974",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435810,https://www.wikidata.org/wiki/Q19911851,,"Metropolitan Museum of Art, New York, NY",Roads|Dogs|Forests|Wagons|Human Figures,http://vocab.getty.edu/page/aat/300008217|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300387598|http://vocab.getty.edu/page/aat/300215710|http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q34442|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q4421|https://www.wikidata.org/wiki/Q859281|https://www.wikidata.org/wiki/Q5937779
1994.142,False,True,True,435852,,European Paintings,1994,Painting,Two Children Teasing a Cat,,,,,,16174,Artist," ",Annibale Carracci,"Italian, Bologna 1560–1609 Rome"," ","Carracci, Annibale",Italian,1560      ,1609      ,,http://vocab.getty.edu/page/ulan/500115350,https://www.wikidata.org/wiki/Q7824,,1587,1588,Oil on canvas,26 x 35 in. (66 x 88.9 cm),"Purchase, Gwynne Andrews Fund, and Bequests of Collis P. Huntington and Ogden Mills, by exchange, 1994",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435852,https://www.wikidata.org/wiki/Q17629102,,"Metropolitan Museum of Art, New York, NY",Boys|Girls|Cats|Crayfish,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300265960| ,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q146|https://www.wikidata.org/wiki/Q1211742
1971.155,True,True,True,435853,,European Paintings,1971,Painting,The Coronation of the Virgin,,,,,,16174,Artist," ",Annibale Carracci,"Italian, Bologna 1560–1609 Rome"," ","Carracci, Annibale",Italian,1560      ,1609      ,,http://vocab.getty.edu/page/ulan/500115350,https://www.wikidata.org/wiki/Q7824,after 1595,1595,1609,Oil on canvas,46 3/8 x 55 5/8 in. (117.8 x 141.3 cm),"Purchase, Bequest of Miss Adelaide Milton de Groot (1876-1967), by exchange, and Dr. and Mrs. Manuel Porter and sons Gift, in honor of Mrs. Sarah Porter, 1971",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435853,https://www.wikidata.org/wiki/Q19911518,,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Doves|Gods|Virgin Mary,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300250045|http://vocab.getty.edu/page/aat/300343851|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q2984138|https://www.wikidata.org/wiki/Q178885|https://www.wikidata.org/wiki/Q345
1993.400.1,False,True,True,435869,823,European Paintings,1993,Painting,"Antoine Dominique Sauveur Aubert (born 1817), the Artist's Uncle, as a Monk",,,,,,16176,Artist," ",Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence"," ","Cézanne, Paul",French,1839      ,1906      ,,http://vocab.getty.edu/page/ulan/500004793,https://www.wikidata.org/wiki/Q35548,1866,1866,1866,Oil on canvas,25 5/8 x 21 1/2 in. (65.1 x 54.6 cm),"The Walter H. and Leonore Annenberg Collection, Gift of Walter H. and Leonore Annenberg, 1993, Bequest of Walter H. Annenberg, 2002",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435869,https://www.wikidata.org/wiki/Q19911720,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Cross|Monks,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300235443|http://vocab.getty.edu/page/aat/300025765,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q40843|https://www.wikidata.org/wiki/Q733786
29.100.66,False,True,True,435884,826,European Paintings,1929,Painting,"Still Life with Jar, Cup, and Apples",,,,,,16176,Artist," ",Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence"," ","Cézanne, Paul",French,1839      ,1906      ,,http://vocab.getty.edu/page/ulan/500004793,https://www.wikidata.org/wiki/Q35548,ca. 1877,1872,1882,Oil on canvas,23 7/8 x 29 in. (60.6 x 73.7 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929
12.211,False,True,True,435992,,European Paintings,1912,Painting,"Saints Peter, Martha, Mary Magdalen, and Leonard",,,,,,16178,Artist," ",Correggio (Antonio Allegri),"Italian, Correggio, active by 1514–died 1534 Correggio"," ",Correggio (Antonio Allegri),Italian,1514      ,1534      ,,http://vocab.getty.edu/page/ulan/500006208,https://www.wikidata.org/wiki/Q8457,ca. 1515,1510,1520,Oil on canvas,87 1/4 x 63 3/4 in. (221.6 x 161.9 cm),"John Stewart Kennedy Fund, 1912",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435992,https://www.wikidata.org/wiki/Q3927386,,"Metropolitan Museum of Art, New York, NY",Mary Magdalene|Saint Leonard|Saint Peter|Saints|Dragons,http://vocab.getty.edu/page/ia/901000161| |http://vocab.getty.edu/page/ia/901000056|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q63070|https://www.wikidata.org/wiki/Q558148|https://www.wikidata.org/wiki/Q33923|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q7559
46.179.1,False,True,True,436043,,European Paintings,1946,Painting,"Friedrich III (1463–1525), the Wise, Elector of Saxony",,,,,,11281,Artist," ",Lucas Cranach the Elder and Workshop,"German, Kronach 1472–1553 Weimar"," ","Cranach, Lucas, the Elder, and Workshop",German,1472      ,1553      ,,http://vocab.getty.edu/page/ulan/500115364,https://www.wikidata.org/wiki/Q191748,1533,1533,1533,"Oil on beech, with letterpress-printed paper labels",8 x 5 5/8 in. (20.3 x 14.3 cm),"Gift of Robert Lehman, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436043,https://www.wikidata.org/wiki/Q19911508,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
46.179.2,False,True,True,436045,,European Paintings,1946,Painting,"Johann I (1468–1532), the Constant, Elector of Saxony",,,,,,11281,Artist," ",Lucas Cranach the Elder and Workshop,"German, Kronach 1472–1553 Weimar"," ","Cranach, Lucas, the Elder, and Workshop",German,1472      ,1553      ,,http://vocab.getty.edu/page/ulan/500115364,https://www.wikidata.org/wiki/Q191748,1532–33,1532,1533,"Oil on beech, with letterpress-printed paper labels",8 x 5 5/8 in. (20.3 x 14.3 cm),"Gift of Robert Lehman, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436045,https://www.wikidata.org/wiki/Q19911660,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
